
[00:00:00.000 --> 00:00:01.400]   Message publicitaire.
[00:12:07.380 --> 00:12:11.060]   On retrouve ainsi un canapé se transformant en deux fauteuils individuels
[00:12:11.060 --> 00:12:12.520]   en ajoutant des accoudoirs,
[00:12:12.520 --> 00:12:14.580]   une table à manger au pied rabattable pouvant passer
[00:12:14.580 --> 00:12:16.740]   de 10 à 6 places, une table basse se déboîtant
[00:12:16.740 --> 00:12:18.600]   en deux parties, mais aussi un tapis
[00:12:18.600 --> 00:12:19.560]   s'imbriquant comme un puzzle.
[00:12:19.560 --> 00:12:23.160]   Une table basse, faut ramasser une pince pour pas vouloir acheter une table basse quoi, putain.
[00:12:23.160 --> 00:12:26.760]   Non, non, non, je la coupe en deux s'il faut, mais...
[00:12:26.760 --> 00:12:29.260]   Rachète une table basse.
[00:12:29.260 --> 00:12:32.220]   C'est pas bien.
[00:12:32.220 --> 00:12:33.540]   J'aime pas trop cette idée.
[00:12:33.540 --> 00:12:34.760]   Je sens que ça t'énerve un petit peu.
[00:12:34.760 --> 00:12:36.700]   Est-ce que vous savez quels noms ils ont donné à tous...
[00:12:36.700 --> 00:12:37.020]   Pardon, vas-y.
[00:12:37.020 --> 00:12:37.180]   Pardon.
[00:12:37.380 --> 00:12:41.320]   Non, mais en plus, quand tu te sépares, c'est quand même l'occasion de te réapproprier,
[00:12:41.320 --> 00:12:44.800]   de te réinventer, de réinventer ton intérieur.
[00:12:44.800 --> 00:12:50.340]   Là, tu te dis : "Ah, ça va être comme ma vie d'avant mais en moins bien, divisée en deux."
[00:12:50.340 --> 00:12:52.580]   Oui, et puis en plus, ça se trouve...
[00:12:52.580 --> 00:12:54.220]   Non, mais je pense que c'est pas ça l'optique.
[00:12:54.220 --> 00:12:55.420]   L'optique, c'est de...
[00:12:55.420 --> 00:12:56.420]   C'est littéralement ça.
[00:12:56.420 --> 00:13:00.760]   C'est vrai, c'est plus de changer ta déco chez toi, genre si...
[00:13:00.760 --> 00:13:01.760]   Alors eux, ils ont vraiment...
[00:13:01.760 --> 00:13:02.380]   Elles te croient pas, hein.
[00:13:02.380 --> 00:13:03.880]   Ouais.
[00:13:03.880 --> 00:13:05.300]   Non, non, mais c'est faux ce que tu viens de dire.
[00:13:05.300 --> 00:13:07.040]   Autant que j'ai mythonné, mais là c'est vrai, je vous jure.
[00:13:07.040 --> 00:13:12.620]   Non, non, d'ailleurs, est-ce que vous savez les noms qu'ils ont donnés à ces meubles,
[00:13:12.620 --> 00:13:14.480]   par exemple ? Parce que vous savez, Ikea donne toujours des noms un petit peu rigolos.
[00:13:14.480 --> 00:13:15.480]   C'est dans mon stand-up.
[00:13:15.480 --> 00:13:18.960]   Ah, et c'est des noms de couples célèbres qui se sont séparés ?
[00:13:18.960 --> 00:13:20.700]   Mais t'es un génie pur.
[00:13:20.700 --> 00:13:23.940]   Je vais plus t'appeler François, je vais t'appeler "génie pur".
[00:13:23.940 --> 00:13:27.660]   En plus, c'est cool parce que ce genre de talent, ça sert vachement dans la vie.
[00:13:27.660 --> 00:13:29.980]   Heureusement qu'on fait le podcast en fait.
[00:13:29.980 --> 00:13:34.840]   Le canapé s'intitule le Bradiston, pour Brad Pitt et Jennifer Aniston, et on notera
[00:13:34.840 --> 00:13:36.700]   aussi la bibliothèque Kruseman.
[00:13:36.700 --> 00:13:37.700]   Kruse et Nicole Kidman.
[00:13:37.700 --> 00:13:38.700]   Joli.
[00:13:38.700 --> 00:13:41.300]   Et la table basse de Millis, des mimos émusculés.
[00:13:41.300 --> 00:13:43.580]   Et cette boutique, elle existe où ? C'est en…
[00:13:43.580 --> 00:13:44.580]   En Argentine.
[00:13:44.580 --> 00:13:45.580]   Oui, en Argentine.
[00:13:45.580 --> 00:13:46.580]   Ah oui, je ne sais pas, en France.
[00:13:46.580 --> 00:13:47.580]   Tout simplement en Argentine.
[00:13:47.580 --> 00:13:52.100]   Mais alors, ce n'est pas donné quand même, puisque la table basse coûte 662 euros, 1200
[00:13:52.100 --> 00:13:53.100]   euros.
[00:13:53.100 --> 00:13:55.660]   Mais c'est un même que tu viens de me balancer en pleine gueule sans tenir, ça, c'est fou.
[00:13:55.660 --> 00:13:56.660]   T'as fait quoi ? Un même.
[00:13:56.660 --> 00:13:57.660]   Il a fait un même.
[00:13:57.660 --> 00:13:58.660]   Ah ! C'était Denis Brogniart, le même.
[00:13:58.660 --> 00:14:06.360]   Mais non, mais c'est quoi un même ? C'était avant la campagne, ça.
[00:14:06.360 --> 00:14:07.680]   Le même, je n'ai jamais compris.
[00:14:07.680 --> 00:14:09.860]   Là où je te rejoins, c'est que ça ne veut plus rien dire.
[00:14:09.860 --> 00:14:12.280]   Parce que le même, je croyais que c'était une image et là, tu viens de faire un son.
[00:14:12.280 --> 00:14:13.280]   Non, mais…
[00:14:13.280 --> 00:14:14.280]   Non, mais…
[00:14:14.280 --> 00:14:15.280]   Non, mais…
[00:14:15.280 --> 00:14:16.280]   C'est la vie, elle n'a pas tort.
[00:14:16.280 --> 00:14:17.280]   Non, mais…
[00:14:17.280 --> 00:14:18.280]   Mais je n'ai pas tort.
[00:14:18.280 --> 00:14:19.280]   Non, mais par exemple, tu as suivi l'affaire Chris Rock-Will Smith ou pas ?
[00:14:19.280 --> 00:14:20.280]   Un peu.
[00:14:20.280 --> 00:14:21.280]   Un peu, bon.
[00:14:21.280 --> 00:14:22.280]   Si je te dis, par exemple…
[00:14:22.280 --> 00:14:23.280]   Oui.
[00:14:23.280 --> 00:14:24.280]   J'ai peur de ne pas savoir, attends.
[00:14:24.280 --> 00:14:25.280]   Chris Rock, c'est…
[00:14:25.280 --> 00:14:26.280]   Je dis, Mélenchon, par exemple.
[00:14:26.280 --> 00:14:27.280]   Chris Rock, c'est Mélenchon.
[00:14:27.280 --> 00:14:28.280]   Oui.
[00:14:28.280 --> 00:14:29.280]   Ah oui.
[00:14:29.280 --> 00:14:31.140]   C'est le député du deuxième tour, c'est Will Smith.
[00:14:31.140 --> 00:14:34.620]   C'est là où il faudrait filmer.
[00:14:34.620 --> 00:14:38.660]   Parce qu'Éléonore a dit : « Est-ce qu'il se fout de ma gueule ? Est-ce que je ne comprends
[00:14:38.660 --> 00:14:40.900]   rien ? » Eh bien, c'est un peu des deux, figure-toi.
[00:14:40.900 --> 00:14:41.900]   C'est ça qui est bien.
[00:14:41.900 --> 00:14:47.200]   Non, mais je vois ce qui est un même, c'est les trucs, les images où on fait des espèces
[00:14:47.200 --> 00:14:48.200]   de métaphores avec…
[00:14:48.200 --> 00:14:49.200]   Oui, mais pas seulement.
[00:14:49.200 --> 00:14:53.540]   Ah, ça, c'est moi le lundi, genre une fille, c'est le lundi et l'autre, il m'a de son
[00:14:53.540 --> 00:14:56.420]   cul et en fait, il est celui qui ne veut pas qu'on soit lundi.
[00:14:56.420 --> 00:14:57.940]   C'est un classique, c'est un peu la joconde du même.
[00:14:57.940 --> 00:15:00.940]   C'est un même, mais là, il a fait un son.
[00:15:00.940 --> 00:15:06.180]   Tu n'as jamais vu la vidéo de Denis Brogniart dans Koh-Lanta où il fait « Ah ! » ?
[00:15:06.180 --> 00:15:07.180]   Non.
[00:15:07.180 --> 00:15:08.180]   Tu n'as jamais vu ?
[00:15:08.180 --> 00:15:09.180]   Tu sais ce que c'est, toi, Sébastien ?
[00:15:09.180 --> 00:15:14.660]   Non, mais en fait, un même, c'est maintenant un truc… En vrai, ça ne veut plus rien
[00:15:14.660 --> 00:15:15.660]   dire.
[00:15:15.660 --> 00:15:16.660]   On est dans la minute même.
[00:15:16.660 --> 00:15:17.660]   Non, mais je vais expliquer.
[00:15:17.660 --> 00:15:18.660]   Explique !
[00:15:18.660 --> 00:15:27.240]   À la base, les mèmes, l'origine, c'est un format de blague, genre graphique, d'image
[00:15:27.240 --> 00:15:31.900]   qui peut se décliner indéfiniment.
[00:15:31.900 --> 00:15:38.820]   Avec plein de genres de textes, tu as une image et tu changes la légende parce que ça s'est
[00:15:38.820 --> 00:15:47.000]   inspiré de, j'ai oublié son nom, pas Stephen Hawking, l'autre, un livre sur la génétique
[00:15:47.000 --> 00:15:55.040]   parce que les mèmes, c'est un truc de gêne miroir où on se reconnaît, il y a une forme
[00:15:55.040 --> 00:15:56.040]   d'empathie dans le même.
[00:15:56.040 --> 00:15:57.040]   Je ne sais pas exactement.
[00:15:57.040 --> 00:15:58.040]   C'est un truc comme ça.
[00:15:58.040 --> 00:16:00.040]   C'est un truc où, en gros, justement, il y a un truc qui se décline, machin, etc.
[00:16:00.040 --> 00:16:02.220]   Et du coup, ça a été adapté.
[00:16:02.220 --> 00:16:06.740]   On a dit : un même, c'est ce genre de blague parce qu'il y avait un vague point commun
[00:16:06.740 --> 00:16:08.880]   avec ce concept-là en génétique.
[00:16:08.880 --> 00:16:10.880]   Mais du coup, maintenant, c'est vraiment devenu…
[00:16:10.880 --> 00:16:11.880]   Des blagues, en fait.
[00:16:11.880 --> 00:16:13.880]   Tu fais une blague sur internet, c'est un même.
[00:16:13.880 --> 00:16:14.880]   C'est-à-dire que moi…
[00:16:14.880 --> 00:16:15.880]   C'est élargi.
[00:16:15.880 --> 00:16:19.000]   Moi, j'ai fait une blague là où il y a la vidéo de Pécresse et je fais semblant
[00:16:19.000 --> 00:16:25.700]   de dormir à côté et on m'a dit : alors, tu fais des mèmes ? C'est juste une blague,
[00:16:25.700 --> 00:16:26.840]   en fait.
[00:16:26.840 --> 00:16:29.180]   Et donc, en vrai, mème, ça ne veut plus rien dire.
[00:16:29.180 --> 00:16:30.180]   D'accord.
[00:16:30.180 --> 00:16:31.180]   Et le son ?
[00:16:31.180 --> 00:16:32.180]   Et le son.
[00:16:32.180 --> 00:16:33.180]   Mais tout peut être un même.
[00:16:33.180 --> 00:16:34.180]   Une phrase, ça peut être un mème.
[00:16:34.180 --> 00:16:35.180]   En fait, c'est un truc culte.
[00:16:35.180 --> 00:16:36.180]   C'est un truc viral.
[00:16:36.180 --> 00:16:40.380]   Dès que je fais une blague, c'est totalement culte.
[00:16:40.380 --> 00:16:42.380]   Mais tout ce que tu dis est viral, de toute façon.
[00:16:42.380 --> 00:16:43.380]   T'es quelqu'un de viral.
[00:16:43.380 --> 00:16:45.420]   Sur le truc de Denis Brogniat, en plus, quand tu vois là, c'est comme un gif, il a écrit
[00:16:45.420 --> 00:16:49.340]   le petit « a », il fait la bouche « a ». Donc là, Adrien, il fait comme s'il lisait
[00:16:49.340 --> 00:16:50.340]   le « a ».
[00:16:50.340 --> 00:16:54.080]   Mais tu vois, ça marche avec tout type de surprises.
[00:16:54.080 --> 00:16:56.640]   Et de sous-titres aussi.
[00:16:56.640 --> 00:16:57.640]   Tout type de sous-titres.
[00:16:57.640 --> 00:16:58.640]   D'accord.
[00:16:58.640 --> 00:16:59.640]   C'est vrai.
[00:16:59.640 --> 00:17:00.640]   Du Tamu Roman, du Taoma.
[00:17:00.640 --> 00:17:01.640]   Non mais c'est vrai.
[00:17:01.640 --> 00:17:02.640]   On peut ouvrir un livre de sous-titres.
[00:17:02.640 --> 00:17:03.640]   Le Colibri.
[00:17:03.640 --> 00:17:04.640]   Bah évidemment.
[00:17:04.640 --> 00:17:08.640]   Le livre en question, c'est « Le gène égoïste » et c'est… Ah bah si, c'est
[00:17:08.640 --> 00:17:09.640]   Dawkins, d'accord.
[00:17:09.640 --> 00:17:10.640]   Richard Dawkins.
[00:17:10.640 --> 00:17:11.640]   Ah, Richard Dawkins.
[00:17:11.640 --> 00:17:12.640]   Et on ne va pas confondre.
[00:17:12.640 --> 00:17:18.420]   Avec Daryl Dawkins, le joueur de basket, ou avec Stephen Hawking, qui est aussi astrophysicien.
[00:17:18.420 --> 00:17:22.300]   Nouveau record du monde : 30 mètres de long.
[00:17:22.300 --> 00:17:23.300]   De quoi parle-t-on ?
[00:17:23.300 --> 00:17:24.300]   Ah, sans doute Choriète.
[00:17:24.300 --> 00:17:26.440]   Euh… non, pas du tout.
[00:17:26.440 --> 00:17:28.320]   Ah bah t'as vérifié quand même pendant longtemps.
[00:17:28.320 --> 00:17:30.320]   Ouais ouais, j'ai eu un doute.
[00:17:30.320 --> 00:17:31.320]   On m'a envoyé ça.
[00:17:31.320 --> 00:17:34.840]   Mais non, parce que du coup, ça nique l'autre d'après, mais il y avait un autre
[00:17:34.840 --> 00:17:37.220]   truc sur un record du monde avec un sourdou de Choriète, mais c'est pas celui-là.
[00:17:37.220 --> 00:17:38.220]   D'accord.
[00:17:38.220 --> 00:17:39.220]   30 mètres ?
[00:17:39.220 --> 00:17:40.220]   30 mètres, tout simplement.
[00:17:40.220 --> 00:17:41.220]   C'est quelque chose qui a été fabriqué ?
[00:17:41.220 --> 00:17:42.220]   Fabriqué.
[00:17:42.220 --> 00:17:43.220]   Une pizza ?
[00:17:43.220 --> 00:17:44.220]   Une quiche ?
[00:17:44.220 --> 00:17:45.220]   Pas une pizza.
[00:17:45.220 --> 00:17:46.220]   Un aliment, un aliment.
[00:17:46.220 --> 00:17:47.220]   Un saut en longueur ?
[00:17:47.220 --> 00:17:48.220]   Pas un aliment, pas un saut en longueur.
[00:17:48.220 --> 00:17:49.220]   C'est pas un aliment ?
[00:17:49.220 --> 00:17:50.220]   Ce serait un très gros saut en longueur.
[00:17:50.220 --> 00:17:51.220]   Un requin ?
[00:17:51.220 --> 00:17:52.220]   Même Vianney ne fait pas ça.
[00:17:52.220 --> 00:17:54.480]   Oui, alors qu'on sait que Vianney adore.
[00:17:54.480 --> 00:17:55.480]   Un requin ?
[00:17:55.480 --> 00:17:56.480]   Pas un requin.
[00:17:56.480 --> 00:17:57.480]   Tiens, mais Vianney, il a fait du sourdou.
[00:17:57.480 --> 00:17:59.120]   Je sais, je l'ai vu dans la vidéo de Mike Faccarito.
[00:17:59.120 --> 00:18:00.120]   Bien sûr.
[00:18:00.120 --> 00:18:01.120]   Ah non, mais 30 mètres, c'est...
[00:18:01.120 --> 00:18:02.120]   C'est quelque chose qu'on fabrique aussi.
[00:18:02.120 --> 00:18:03.120]   C'est un truc qu'on fabrique.
[00:18:03.120 --> 00:18:04.120]   Ah oui, c'est un truc qu'on fabrique.
[00:18:04.120 --> 00:18:05.120]   On pourrait fabriquer un requin, ça va dire.
[00:18:05.120 --> 00:18:06.120]   Mais c'est pas un aliment.
[00:18:06.120 --> 00:18:07.120]   C'est pas un aliment.
[00:18:07.120 --> 00:18:08.120]   C'est une écharpe.
[00:18:08.120 --> 00:18:09.120]   Non.
[00:18:09.120 --> 00:18:10.120]   Un vêtement ?
[00:18:10.120 --> 00:18:11.120]   C'est gros, une écharpe de 30 mètres.
[00:18:11.120 --> 00:18:12.120]   C'est un truc qu'on fabrique.
[00:18:12.120 --> 00:18:15.400]   Pour fabriquer l'amitié entre les peuples, par exemple, dont on a bien besoin en ce moment.
[00:18:15.400 --> 00:18:17.300]   C'est pas Marine Le Pen qui va s'en servir.
[00:18:17.300 --> 00:18:19.700]   J'ai failli t'appeler France, mais non.
[00:18:19.700 --> 00:18:20.700]   Non, non, surtout pas.
[00:18:20.700 --> 00:18:21.700]   Toujours pas.
[00:18:21.700 --> 00:18:22.700]   Un truc...
[00:18:22.700 --> 00:18:23.700]   C'est pas un vêtement.
[00:18:23.700 --> 00:18:26.700]   Non, non, c'est vraiment un objet fabriqué, mais un objet industriel.
[00:18:26.700 --> 00:18:30.100]   Une très grosse rallonge, une grosse rallonge de prise à l'aigle multiprise.
[00:18:30.100 --> 00:18:31.100]   Très pratique, n'empêche.
[00:18:31.100 --> 00:18:32.100]   Ouais.
[00:18:32.100 --> 00:18:34.060]   Non, non, non, c'est pas une grosse multiprise.
[00:18:34.060 --> 00:18:35.060]   30 mètres.
[00:18:35.060 --> 00:18:36.060]   30 mètres.
[00:18:36.060 --> 00:18:37.060]   C'est très grand, 30 mètres.
[00:18:37.060 --> 00:18:39.060]   C'est pas pratique par rapport à l'objet qu'il faut fabriquer.
[00:18:39.060 --> 00:18:40.960]   C'est quoi 30 mètres ? Je me rends pas compte.
[00:18:40.960 --> 00:18:41.960]   C'est la Tour Eiffel, genre.
[00:18:41.960 --> 00:18:42.960]   Ouais, moi aussi, j'aurais besoin de...
[00:18:42.960 --> 00:18:43.960]   Non.
[00:18:43.960 --> 00:18:45.960]   La Tour Eiffel est beaucoup plus grande.
[00:18:45.960 --> 00:18:48.540]   Tu vois, le 10 mètres à la piscine, c'est trois fois ça, quoi.
[00:18:48.540 --> 00:18:51.420]   Tu vois la taille réglementaire pour faire le train de la mine à Disneyland ? C'est
[00:18:51.420 --> 00:18:52.420]   un mètre.
[00:18:52.420 --> 00:18:53.420]   Le train de la mine ? Ouais.
[00:18:53.420 --> 00:18:54.420]   Je vois très bien.
[00:18:54.420 --> 00:18:55.420]   Un mètre, imagine 30 personnes comme ça.
[00:18:55.420 --> 00:18:56.420]   Les uns sur les autres.
[00:18:56.420 --> 00:18:57.420]   Oh, ils tombent au bout d'un...
[00:18:57.420 --> 00:18:58.420]   Au bout d'un...
[00:18:58.420 --> 00:18:59.420]   Bon alors là...
[00:18:59.420 --> 00:19:00.420]   Sauf s'ils sont très bons en équilibre.
[00:19:00.420 --> 00:19:04.380]   On enregistre tard, hein, faut le dire aux gens, on vient de manger.
[00:19:04.380 --> 00:19:06.860]   Non mais c'est un objet qu'on utilise au quotidien ?
[00:19:06.860 --> 00:19:07.860]   Oui.
[00:19:07.860 --> 00:19:09.860]   Cela dit, pas nous, mais oui, les gens.
[00:19:09.860 --> 00:19:10.860]   Pas nous.
[00:19:10.860 --> 00:19:11.860]   Pas nous.
[00:19:11.860 --> 00:19:12.860]   Certaines personnes.
[00:19:12.860 --> 00:19:13.860]   Une grue ? Toi, ça peut t'arriver, mais pas au quotidien.
[00:19:13.860 --> 00:19:14.860]   Juste moi ? Pas eux ? Ah, une vaginette.
[00:19:14.860 --> 00:19:15.860]   Non, de 30 mètres de long.
[00:19:15.860 --> 00:19:16.860]   C'est quoi une vaginette ? Bah tu vois les mêmes.
[00:19:16.860 --> 00:19:17.860]   Bah c'est la même chose, mais on fout ça que dedans.
[00:19:17.860 --> 00:19:18.860]   C'est vrai ? Oui, une vaginette, c'est un sextoy masculin.
[00:19:18.860 --> 00:19:19.860]   C'est un sextoy pour les mecs d'ailleurs.
[00:19:19.860 --> 00:19:20.860]   Ça s'appelle une vaginette ? Non.
[00:19:20.860 --> 00:19:21.860]   Ouais, ouais.
[00:19:21.860 --> 00:19:22.860]   C'est trop mignon comme truc.
[00:19:22.860 --> 00:19:23.860]   Ouais, c'est mignon.
[00:19:23.860 --> 00:19:24.860]   C'est aussi un Pokémon.
[00:19:24.860 --> 00:19:25.860]   Vaginette.
[00:19:25.860 --> 00:19:26.860]   Non, c'est pas vrai.
[00:19:26.860 --> 00:19:27.860]   Je t'éventue.
[00:19:27.860 --> 00:19:28.860]   Ah non, là, c'est un truc à Paris, par exemple.
[00:19:28.860 --> 00:19:29.860]   Une gourmette ? C'est complètement con.
[00:19:29.860 --> 00:19:30.860]   Une gourmette ? Non.
[00:19:30.860 --> 00:19:31.860]   Ah, un scooter.
[00:19:31.860 --> 00:19:32.860]   Bah non, un scooter.
[00:19:32.860 --> 00:19:33.860]   Qui t'approche, par contre.
[00:19:33.860 --> 00:19:34.860]   Un vélo.
[00:19:34.860 --> 00:19:35.860]   Ah, un tandem.
[00:19:35.860 --> 00:19:36.860]   Un tracteur, une grue.
[00:19:36.860 --> 00:19:37.860]   Ouais, à Paris, ouais.
[00:19:37.860 --> 00:19:38.860]   S'applifier.
[00:19:38.860 --> 00:19:39.860]   Ah, c'est à Paris que...
[00:19:39.860 --> 00:19:40.860]   Non, justement.
[00:19:40.860 --> 00:19:41.860]   Un skateboard.
[00:19:41.860 --> 00:19:42.860]   Non, il n'y a pas un skateboard.
[00:19:42.860 --> 00:19:43.860]   Un skateboard.
[00:19:43.860 --> 00:19:44.860]   Un scooter.
[00:19:44.860 --> 00:19:45.860]   Un scooter.
[00:19:45.860 --> 00:19:46.860]   Un moyen de locomotion.
[00:19:46.860 --> 00:19:47.860]   Ah, le moyen de locomotion.
[00:19:47.860 --> 00:19:48.860]   Une roller.
[00:19:48.860 --> 00:19:49.860]   Vous compliquez la vie.
[00:19:49.860 --> 00:19:50.860]   Pas à Paris.
[00:19:50.860 --> 00:19:51.860]   Pas à Paris.
[00:19:51.860 --> 00:19:52.860]   À Paris, vous n'en avez pas l'utilité.
[00:19:52.860 --> 00:19:53.860]   De moins en moins, d'ailleurs.
[00:19:53.860 --> 00:19:54.860]   Merci, Hidalgo, d'ailleurs, pour me permettre de le dire.
[00:19:54.860 --> 00:19:55.860]   Une voiture.
[00:19:55.860 --> 00:19:56.860]   Une voiture.
[00:19:56.860 --> 00:19:57.860]   De 30 mètres.
[00:19:57.860 --> 00:19:58.860]   Tout simplement.
[00:19:58.860 --> 00:19:59.860]   La voiture la plus longue du monde.
[00:19:59.860 --> 00:20:00.860]   30 mètres de long.
[00:20:00.860 --> 00:20:01.860]   Bah si.
[00:20:01.860 --> 00:20:02.860]   Tu fais donc de la tête, Adrien.
[00:20:02.860 --> 00:20:03.860]   Non, mais ça m'énerve.
[00:20:03.860 --> 00:20:04.860]   Mais quoi ? Mais quoi ? Ça t'énerve ? T'es une moue de frites.
